Review,Date,Stars,Restaurant
We reserved the table on chope based on reviews and were the first to enter the restaurant (which got us slightly worried as nearby restaurants were bustling).. but our fears were unfounded.. the food was good & the service was prompt.. the …,9 months ago, 2 stars ,Comida_Mexicana
"We love Mexican food and have always been on the look out for good Mexican restaurants.  Through we have been living in the East for more than 5 years, we only stumbled upon this restaurant after reading so many positive reviews. …",9 months ago, 5 stars ,Comida_Mexicana
"In the past couple of years in Singapore, it has happened far too many times that I have read great reviews about a place, gone with great expectations there only to be let down sadly. …",9 months ago, 5 stars ,Comida_Mexicana
Excellant service and delicious food. Great for catch ups.. the pink guava margarita was yummy. Prices reasonable..,9 months ago, 5 stars ,Comida_Mexicana
"Cosy place nestled in East Coast. Make bookings if you decide to come.

Food was really good. A lot of flavour and generous portions. So much …",9 months ago, 4 stars ,Comida_Mexicana
,9 months ago, 5 stars ,Comida_Mexicana
,9 months ago, 5 stars ,Comida_Mexicana
"The restaurant was book up, so we couldn't get a table inside. But the staff was very friendly and welcoming.
We ordered take-away and it was excellent! …",9 months ago, 4 stars ,Comida_Mexicana
,10 months ago, 5 stars ,Comida_Mexicana
,10 months ago, 5 stars ,Comida_Mexicana
Ordered in via Oddle Eats for wife's birthday dinner. Great food. Probably the best Mexican food in Singapore. Well packed and very presentable. Definitely worth paying for.,10 months ago, 3 stars ,Comida_Mexicana
"Food is quite good for price range. Servings good amounts. Friendly staff, cozy atmosphere.",10 months ago, 4 stars ,Comida_Mexicana
"Hello Chong, thank you so much for your kind words! We hope to see you soon, till then, take care!",10 months ago, 5 stars ,Comida_Mexicana
Nice and cozy place for a good mexican meal.. they offer quite a lot of different mexican items on the menu. A little bit on the pricier side but the food is good. Will definitely visit again.. Have a lot of items left to try yet 😀,10 months ago, 5 stars ,Comida_Mexicana
"Hello Ameya, thank you so much for your kind words! We hope to see you soon, till then, take care!",10 months ago, 4 stars ,Comida_Mexicana
"Awesome.food, about 20 bucks for 8 quesadillas. Will 100% return",10 months ago, 4 stars ,Comida_Mexicana
"Hello Ray, thank you so much for your kind words! We hope to see you soon, till then, take care!",10 months ago, 5 stars ,Comida_Mexicana
"Very nice Mexican place, dishes are consistently yummy.",10 months ago, 4 stars ,Comida_Mexicana
"Hello Mrunmayi, thank you so much for your kind words! We hope to see you soon, till then, take care!",11 months ago, 4 stars ,Comida_Mexicana
Great food! Each dish is comes in a relatively big portion. I would recommend anyone to share among 3-4 pax (2 appetizers and 2 mains). Price of the drinks are on the high side. Overall I enjoyed the food much!,11 months ago, 5 stars ,Comida_Mexicana
"Hello Randolph,

thank you so much for your kind words! We hope to see you soon, till then, take care!",11 months ago, 5 stars ,Comida_Mexicana
,2 days ago, 5 stars ,Adda
♥️,4 days ago, 5 stars ,Adda
"Highly recommend! Had a wonderful brunch experience at Adda with my family. Some of the dishes had a unique take, with Potli samosa, purple potato ragda pattice, but all of them were delicious. Service was pleasant and prompt. Special shout out to Yan Fat for making our visit a special one.",4 days ago, 5 stars ,Adda
"♥️
Yan says thanks 🙏🏼",4 days ago, 5 stars ,Adda
,5 days ago, 5 stars ,Adda
♥️,6 days ago, 5 stars ,Adda
,a week ago, 5 stars ,Adda
♥️,a week ago, 5 stars ,Adda
"A very pleasant evening wirh fantastic recommendations by Rahul. We had pani puri, Butter Pot Tindle Pie and Garlic Naan. Delicious! Don’t miss a chance to talk to Head Chef Harish too if you are keen on learning about the food & the roots. …",a week ago, 5 stars ,Adda
♥️,a week ago, 5 stars ,Adda
,a week ago, 5 stars ,Adda
♥️,a week ago, 4 stars ,Adda
,a week ago, 5 stars ,Adda
♥️,a week ago, 1 star ,Adda
"Amazing indian food with good drinks and nice ambience.
Portbello Mushroom is a must try for lovers",a week ago, 5 stars ,Adda
♥️,a week ago, 5 stars ,Adda
"Had an amazing experience, the food was delicious and the staff ( Chef Harish) went an extra mile to make our anniversary lunch really special. The food was flavourful and the ambiance of the restaurant was very nice!",a week ago, 5 stars ,Adda
♥️,a week ago, 1 star ,Adda
"Great food and amazing service! Everything looked so amazing on the menu, we were spoilt for choice. However, when the food arrived, it tasted even better than it looked. And the gulabjamun cheesecake that we ordered for dessert was just …",2 weeks ago, 1 star ,Adda
♥️,2 weeks ago, 5 stars ,Adda
,2 weeks ago, 2 stars ,Adda
♥️,2 weeks ago, 3 stars ,Adda
Indulge yourself with some Neo-Indian cuisine during the festival of Light at Adda. …,2 weeks ago, 5 stars ,Adda
♥️,2 weeks ago, 5 stars ,Adda
,2 weeks ago, 3 stars ,Adda
"Dear Nizarul
Thank you for leaving a 5-Stars review.
Looking forward to serving you again in the future!

Best Wishes
Team ADDA",2 weeks ago, 5 stars ,Adda
Second time I come to Adda and second time I am sick after. The quality is very average and it is not fine modern India. Cuisine like you can find in other restaurants in Singapore. Very very disappointed as we were big fans of the song of India and it seems like it cannot be the same team in the kitchen …. Last time for me.,2 weeks ago, 5 stars ,Adda
"Hi Julien , sorry to hear about your experience. Rest assured the quality is gold standard in any cuisine not just Indian.  And it is prepared and presented by the best Indian chefs in Asia.

We serve hundreds of customers week after week , surely if the food was bad enough to make one sick , we would know. Our food ratings talk for itself. Maybe it’s a personal taste that does not align with your choice selections at Adda.

Happy to understand your food preference better should you give us another try and have our head chef attend personally to you.",3 weeks ago, 5 stars ,Adda
"Excellent environment and service from the start. Food was very tasty. Portions were quite large for the cost but not overly huge, spice level and seasoning was great on everything we ordered (appetizer puff shots, clay pot mushrooms, …",3 weeks ago, 3 stars ,Adda
♥️,3 weeks ago, 5 stars ,Adda
"Excellent food and service . My husband and I were there on the eve of Deepavali , and I must say the service , and food was excellent . From the time at the entrance - the gentleman who accommodated us and tried to give us seats although …",3 weeks ago, 5 stars ,Adda
♥️,3 weeks ago, 5 stars ,Adda
Food was nice. I liked the chicken pictured here but what was really impressive is the level of attention and service you get from the staff. Awesome staff,3 weeks ago, 5 stars ,Adda
♥️,a month ago, 5 stars ,Adda
"Service was terrible. Asked the servers repeatedly  if the food served to us contained meat. Was given an unconcerned reply by the server, which ended up in us vegetarians eating meat for the first time ever. Please go here if you want food that looks good but doesn't taste that great",a month ago, 3 stars ,Adda
"Hi Aakarsh, this is not acceptable and will be investigated. We are sorry that you went through this.

Could you please call us on 96600290 so we can get more details",a month ago, 3 stars ,Adda
"Ordered lunch for our family for deepavali today but it’s a disappointment- delivery was supposed to be between 1245 to 115pm , till now no updates or food received. …",a month ago, 5 stars ,Adda
"Hi Glenn, we are sorry for the delay. Our ops team were overwhelmed wish the dine-in , take always , diwali sweets deliveries and on top many Indian staff took day off being diwali. We tried as much to recover , but a few orders including yours slipped and got delayed.

This is not to our standards and we are truly sorry. It’s diwali abs we would like to offer you some Adda diwali treats , please advise if we can send.

#teamAdda",a month ago, 5 stars ,Adda
"Fantastic food.
Pani puri reminds of Delhi
Appetizers are inovative and great",a month ago, 5 stars ,Adda
"Dear Sohail

Thank you so much for taking the time to leave us this amazing review.
We would love to host you again At #YourADDA.

Best Wishes
Team ADDA",a month ago, 5 stars ,Adda
"The food was very below expectations at the price point
— Pani poori had very less filling, half with sweet water and some  broken
— Seekh kabab had a lot of chana dal binder, not good to taste …",a month ago, 5 stars ,Adda
I was introduced to this restaurant for their Diwali sweets collections. With the Desi touch and blend of different flavours. I haven't ate something like that all my life. On the restaurant and fine dining aspect it falls very short of …,a month ago, 5 stars ,Adda
,a month ago, 5 stars ,Adda
Food was phenomenal. Especially loved the laksa fish! Service was good too. Will come back again!,a month ago, 5 stars ,Adda
,a month ago, 4 stars ,Adda
"Excellent food, very well presented. Great service.",a month ago, 5 stars ,Adda
,a month ago, 4 stars ,Adda
Adda The Place Define Itself To Make Fond Of its Delicious Food … Worth Spending My Time For A Amazing Dinner Here … The Crue Were So Friendly And Head Chef’s Recommendation Was Delightful though…If You Are Looking for a Real Taste Of North Indian Authentic Cuisine This Is The Place You Give It a Try 🤤🤤😋😋,a month ago, 4 stars ,Adda
"Service is great. But for food I just have one word. Disappointing!

Mocktails were pretty good 10/10 for that! …",a month ago, 5 stars ,Adda
"Great experience. Lovely food. Staff is super friendly. They did everything they could to help us enjoy. Owner and chef came to meet us personally.
The decor is so colorful, I couldn't stop taking pictures. …",a month ago, 4 stars ,Adda
Food was really good and we love the presentation of food/drinks. My husband likes the samosas and I really enjoyed the butter chicken! …,a month ago, 3 stars ,Adda
,a month ago, 4 stars ,Adda
Cocktail must try...,a month ago, 4 stars ,Adda
Good food and ambience!,a month ago, 5 stars ,Adda
"Visited on 14th October. Very interesting and varied menu but there were no recommendations or must try indicators.
We started with the potli samosas and kolkata chicken momos. Samosas were …",a month ago, 3 stars ,Adda
,a month ago, 5 stars ,Adda
"GREAT PLACE WITH AN ARRAY OF VEGETARIAN / VEGAN OPTIONS TOO!!

The ambience and the decor was very warm and welcoming. The service made the …",a month ago, 5 stars ,Adda
Amazing food and Service,a month ago, 4 stars ,Adda
,a month ago, 5 stars ,Adda
,a month ago, 5 stars ,Adda
"Lovely food served here.
Reasonable price",2 hours ago, 4 stars ,Poulet
,3 hours ago, 5 stars ,Poulet
,4 hours ago, 3 stars ,Poulet
Awesome service. Would love to come again. Food is great too,4 hours ago, 5 stars ,Poulet
"Patient and Attentive staff. We took slightly longer time on our order. Food was fantastic.
Portion just nice. Desserts mango pudding and milk pudding absolutely yummy. …",4 hours ago, 5 stars ,Poulet
,5 hours ago, 5 stars ,Poulet
,21 hours ago, 5 stars ,Poulet
,21 hours ago, 5 stars ,Poulet
,22 hours ago, 5 stars ,Poulet
"Great service, food taste and portion is excellent for the price. Will definitely visit again 👍",22 hours ago, 5 stars ,Poulet
,22 hours ago, 5 stars ,Poulet
"The embiance is nice, the signature dish is delicious and the service is warm and helpful. It is a pleasant experience.",22 hours ago, 5 stars ,Poulet
Love the French Onion Soup!,23 hours ago, 5 stars ,Poulet
"Great food and excellent service.  Tnx to Angie, Rowell, and Jayna.",a day ago, 5 stars ,Poulet
,a day ago, 5 stars ,Poulet
food was yummy and staff were pleasant and friendly! would come back again,a day ago, 5 stars ,Poulet
Good service and nice food,a day ago, 5 stars ,Poulet
,a day ago, 5 stars ,Poulet
,a day ago, 5 stars ,Poulet
,a day ago, 5 stars ,Poulet
,2 days ago, 5 stars ,Poulet
Love the food,2 days ago, 5 stars ,Poulet
Tasty food and love the ambience!,2 days ago, 4 stars ,Poulet
,2 days ago, 5 stars ,Poulet
Good food,2 days ago, 5 stars ,Poulet
Tender fresh chicken. Finger lick'n good. Im loving it,2 days ago, 5 stars ,Poulet
,3 days ago, 5 stars ,Poulet
,3 days ago, 4 stars ,Poulet
,3 days ago, 4 stars ,Poulet
Great service and excellent food. Enjoyed our time here.,3 days ago, 5 stars ,Poulet
,3 days ago, 5 stars ,Poulet
,3 days ago, 5 stars ,Poulet
,3 days ago, 5 stars ,Poulet
,3 days ago, 5 stars ,Poulet
,3 days ago, 4 stars ,Poulet
Nice food,3 days ago, 4 stars ,Poulet
,3 days ago, 5 stars ,Poulet
,3 days ago, 4 stars ,Poulet
Pleasent food experience! Amazingly good! Highly recommended! Superb customer service! Will come back to try another dish!,4 days ago, 5 stars ,Poulet
"ate at the kallang outlet and had a pleasant time here! all the workers are really nice and friendly, the food are worthy too! 👍🏻👍🏻👍🏻👍🏻👍🏻",4 days ago, 5 stars ,Poulet
"Service was great, food is good and atmosphere is comfortable and cozy",4 days ago, 5 stars ,Poulet
,4 days ago, 5 stars ,Poulet
,4 days ago, 5 stars ,Poulet
,4 days ago, 5 stars ,Poulet
,4 days ago, 5 stars ,Poulet
,4 days ago, 5 stars ,Poulet
Print and attentive service. But food is bland. Signature chicken is not flavourful at all. Don’t waste your money.,4 days ago, 2 stars ,Poulet
Chicken was so good!!!!!!!!!! Onion soup a bit too salty.,4 days ago, 5 stars ,Poulet
Nice ambience and food is AMAZING. the chicken is soft and the mushroom soup is SO GOOD. Love every single thing i ordered. They ran out of quarter chicken tho but its okay. Half chicken can split into 2 and share.,4 days ago, 5 stars ,Poulet
,4 days ago, 5 stars ,Poulet
"The food was delicious. Mashed potato, sea bass and boneless chicken were super, in that order. Compliments to chef. All the staffs were friendly and helpful too. Would definitely come again!",4 days ago, 5 stars ,Poulet
Food was excellent. Maybe lemon tea could be in a slightly bigger glass.  Didnt try the toast as it looks pricey for bread toast. Looks tempting thou. Staff was great too. Polite,4 days ago, 5 stars ,Poulet
,4 days ago, 5 stars ,Poulet
,4 days ago, 5 stars ,Poulet
,4 days ago, 4 stars ,Poulet
,4 days ago, 5 stars ,Poulet
,4 days ago, 5 stars ,Poulet
Very nice food with interesting taste. Wonderful experience. Enjoy the food very much from starter all the way to dessert.,4 days ago, 5 stars ,Poulet
"Food was great,good service! First time here & I really enjoyed myself. I will definately come back.",4 days ago, 5 stars ,Poulet
"Nice, clean and efficient",5 days ago, 5 stars ,Poulet
,5 days ago, 5 stars ,Poulet
,5 days ago, 5 stars ,Poulet
,5 days ago, 5 stars ,Poulet
Awesome food with great service!,5 days ago, 5 stars ,Poulet
,5 days ago, 5 stars ,Poulet
,5 days ago, 5 stars ,Poulet
,5 days ago, 5 stars ,Poulet
,5 days ago, 5 stars ,Poulet
don’t get the 12.90 boneless chicken. other dishes are good. service was great.,5 days ago, 4 stars ,Poulet
,5 days ago, 5 stars ,Poulet
,5 days ago, 4 stars ,Poulet
,5 days ago, 5 stars ,Poulet
"It was a wonderful dining experience. The manager, melvin the server was helpful and polite. My food was served within minutes and my chicken and milk dessert was awesome. This place is recommended by me. I dont usually leave reviews but i think this place deserves one from me.",5 days ago, 5 stars ,Poulet
,5 days ago, 4 stars ,Poulet
"Food was good, and prices reasonable. But a few things seem to have changed from the last time my family ate at a Poulet restaurant. The tiramisu was no longer in a jar, and the onion soup looked and tasted different, with the soup not the …",5 days ago, 4 stars ,Poulet
"Had our family bonding and dinner here at Poulet Kallangwave.

We would to express our thanks for all of the staff who took care all of our …",5 days ago, 5 stars ,Poulet
,5 days ago, 5 stars ,Poulet
I would like to express our thanks to Bernie from Kallang wave outlet for failing to make see any flaws in his service. He is warm n friendly who always accommodating to customers need. …,5 days ago, 5 stars ,Poulet
,5 days ago, 5 stars ,Poulet
,5 days ago, 5 stars ,Poulet
,5 days ago, 3 stars ,ThaiVillage
,a week ago, 4 stars ,ThaiVillage
"All good as usual..food top.notch.
AND food arrived v fast so wjen in a rush do.lunch here.",2 weeks ago, 4 stars ,ThaiVillage
,3 weeks ago, 1 star ,ThaiVillage
,3 weeks ago, 5 stars ,ThaiVillage
"I rated this place 3 stars earlier, and today I upgrade it to 4 stars.

My orders: …",a month ago, 4 stars ,ThaiVillage
"Shark Fins soup, Crab, Big Prawns... 😋😋😋👍🍻",a month ago, 5 stars ,ThaiVillage
Food and service is good. However the staff taking order forgotten to include my order for Toman fish slice. But we were actually quite full already and cannot eat anymore. The prawn with tanghoon is very delicious.,a month ago, 5 stars ,ThaiVillage
,a month ago, 5 stars ,ThaiVillage
,2 months ago, 3 stars ,ThaiVillage
,2 months ago, 4 stars ,ThaiVillage
Nice place. Always enjoy eating tanghoon crab  doufu and shark fin soup.,2 months ago, 5 stars ,ThaiVillage
"Finally came by for dinner after a prolonged wait, considering the location from where we stay, not to mention the price tag. …",2 months ago, 4 stars ,ThaiVillage
,3 months ago, 5 stars ,ThaiVillage
,3 months ago, 4 stars ,ThaiVillage
,3 months ago, 4 stars ,ThaiVillage
Known for their claypot sharks fin. Best place to go for this if your are not anti. A nice place to gather family & friends for a meal if you are willing to splurge.,3 months ago, 4 stars ,ThaiVillage
"Disappointed, think many Zichar store food better. Sharkfin broth average, Fried fish maw got a foul oil smell, Wasabi Prawn over fried, Prawn vermicelli claypot not tasty enough, only the Cod Fish not bad. My friend commented Goodwood branch better, been a lot time since I been there so can't comment.",3 months ago, 2 stars ,ThaiVillage
Really disappointing to the food and services. The food quality is average but at premium price.  I think they will definitely lose their customers to other better restaurants. I won’t come here again.,4 months ago, 2 stars ,ThaiVillage
,4 months ago, 5 stars ,ThaiVillage
"The restaurant is located at a good location for drivers, directly in front of an open space carpark. But only when there are no ""concerts"" ongoings. …",4 months ago, 5 stars ,ThaiVillage
,5 months ago, 5 stars ,ThaiVillage
"Great Chinese cuisine. The shark fin soup is a must order. Expensive place, service is great. Crab nice and orh-nee is good also.",5 months ago, 5 stars ,ThaiVillage
,5 months ago, 4 stars ,ThaiVillage
Nice food... always loved the shark fin.. Easy to access as parked in the car park in front. Nice and fresh crab!,6 months ago, 5 stars ,ThaiVillage
Nice,6 months ago, 5 stars ,ThaiVillage
Very yummy dishes available here. All time best favorites,6 months ago, 5 stars ,ThaiVillage
,6 months ago, 4 stars ,ThaiVillage
Good,7 months ago, 5 stars ,ThaiVillage
Great service great food,7 months ago, 5 stars ,ThaiVillage
,8 months ago, 5 stars ,ThaiVillage
,8 months ago, 5 stars ,ThaiVillage
,8 months ago, 5 stars ,ThaiVillage
,8 months ago, 3 stars ,ThaiVillage
,8 months ago, 4 stars ,ThaiVillage
All 4 dishes taste quite good but price wise skittle bit on the high side,8 months ago, 4 stars ,ThaiVillage
(Translated by Google) Not bad. good to eat! The level has not been reduced. But the location is a bit too remote. . . Traffic is not convenient. …,8 months ago, 3 stars ,ThaiVillage
,8 months ago, 5 stars ,ThaiVillage
Great sharks fin,9 months ago, 4 stars ,ThaiVillage
(Translated by Google) A Teochew restaurant that incorporates the essence of Thailand. I thought it was a type of seasoning that was easy for Japanese people to get along with. The signature is shark fin dishes. It was delicious. The …,9 months ago, 4 stars ,ThaiVillage
Fantastic 😋,9 months ago, 5 stars ,ThaiVillage
,9 months ago, 4 stars ,ThaiVillage
,9 months ago, 5 stars ,ThaiVillage
,9 months ago, 4 stars ,ThaiVillage
,9 months ago, 4 stars ,ThaiVillage
,10 months ago, 5 stars ,ThaiVillage
,10 months ago, 4 stars ,ThaiVillage
,10 months ago, 5 stars ,ThaiVillage
We were early 5.15pm and went in your staff Man with jacket informing restaurant not open yet 6pm and we are not allow to seat in and wait ... Have to stand outstand till 6pm than can seat in .. …,10 months ago, 1 star ,ThaiVillage
,10 months ago, 5 stars ,ThaiVillage
,10 months ago, 4 stars ,ThaiVillage
,10 months ago, 5 stars ,ThaiVillage
Nice food good place,11 months ago, 5 stars ,ThaiVillage
,11 months ago, 4 stars ,ThaiVillage
,11 months ago, 5 stars ,ThaiVillage
,11 months ago, 3 stars ,ThaiVillage
,a year ago, 4 stars ,ThaiVillage
"Excellent sharkfin dish , cod fish and prawn vermicelli",a year ago, 5 stars ,ThaiVillage
Good,a year ago, 5 stars ,ThaiVillage
,a year ago, 5 stars ,ThaiVillage
My go to place for shark's fins! Still good after all these years! #DontSayBojio,a year ago, 5 stars ,ThaiVillage
their shark fin soup is really nice.,a year ago, 5 stars ,ThaiVillage
Standard is still maintained,a year ago, 5 stars ,ThaiVillage
Good sharksfin but you had better request lesser salt like 60% lesser.,a year ago, 4 stars ,ThaiVillage
,a year ago, 4 stars ,ThaiVillage
,a year ago, 4 stars ,ThaiVillage
Best sharksfin and abalone rice in town..,a year ago, 5 stars ,ThaiVillage
"good service, yummy salt baked chicken, seafood fried rice",a year ago, 5 stars ,ThaiVillage
,a year ago, 5 stars ,ThaiVillage
,a year ago, 5 stars ,ThaiVillage
"Zero stars given for them serving sharksfin, only the cruel and unthinking would eat here",a year ago, 1 star ,ThaiVillage
Good choices of Teochew dishes. Average price $70/pax for 4 dishes and depends on what you order.,a year ago, 3 stars ,ThaiVillage
"(Translated by Google) Shark fin first class

(Original)
鱼翅一级棒",a year ago, 5 stars ,ThaiVillage
,a year ago, 4 stars ,ThaiVillage
,a year ago, 4 stars ,ThaiVillage
,a year ago, 5 stars ,ThaiVillage
,a year ago, 4 stars ,ThaiVillage
,a year ago, 5 stars ,ThaiVillage
Nice food especially shark fin,a year ago, 4 stars ,ThaiVillage
,a year ago, 5 stars ,ThaiVillage
Terrible food. Dim sum was raw on one of the fried dishes. Will never come back again.,3 days ago, 1 star ,Joyden
"Stated here shop close at 10pm, reached here at 9pm the staff said they already change their closing time to 9pm. Confused...",5 days ago, 1 star ,Joyden
"Dim sum is great, give the Yong tau Fu a miss though. The service rendered by this gentleman who seems like the restaurant manager or captain is horrible. He doesn't even look at the customers' eyes when u ask him for something. Wanted to …",a week ago, 4 stars ,Joyden
"A really nice  dimsum restaurant located on the second floor of kallang leisure park.
This place offers all u can eat dimsum on weekdays, pity I came on a public …",a week ago, 4 stars ,Joyden
Seafood white noodles was literally blend. XO carrot cake was a total put off cos of its mushy texture + flavourless. The only saving grace was the deep fried hae zor which was drenched in oil. Chef needs to put in more effort and soul into his cooking. Total waste of ingredients.,a month ago, 1 star ,Joyden
,2 months ago, 3 stars ,Joyden
"the crab took too long to come and wasn't fresh at all, told them that the crab wasn't fresh and they said that it was because we rushed them???  what kind of excuse is that, we waited more than 30 mins for the crab. and then they also charged us for the tea which we did not order.",2 months ago, 1 star ,Joyden
"My family likes to come here for seafood and dim sum! They were having a lobster porridge promotion going on which was quite a good deal. Porridge was light and flavourful, doesn’t taste overwhelming. Dishes like fried prawn and kangkong …",2 months ago, 4 stars ,Joyden
,3 months ago, 1 star ,Joyden
Food is very nice,6 months ago, 5 stars ,Joyden
Food is good except short of staff,6 months ago, 4 stars ,Joyden
Attentive service with delicious food. Our 1st time there.,6 months ago, 4 stars ,Joyden
"Portion is big, taste is above average but pricey.",6 months ago, 4 stars ,Joyden
,6 months ago, 4 stars ,Joyden
,7 months ago, 5 stars ,Joyden
,7 months ago, 4 stars ,Joyden
"Lobster porridge so so only, dont have the oomph & punch of the Umami taste of what a lobster porridge should have....
But the Dim Sum I will definitely come back for more, most if not all the items were above average",7 months ago, 3 stars ,Joyden
"Food is good, service is sucks.",7 months ago, 1 star ,Joyden
Food is tasty especially the tofu. Will want to go back to try their dim sum.,7 months ago, 4 stars ,Joyden
"Staff is helpful and friendly.  only fried tomato egg in the menu. We ask the staff if we can order fried plain egg but it will charge the same as tomato egg, we are fine with it as it is for our kid. Suggested restaurant should add steam egg or fu rong Dan in the menu.  The fried prawn is too oily",7 months ago, 4 stars ,Joyden
,8 months ago, 3 stars ,Joyden
Excellent Crab Beehoon,8 months ago, 5 stars ,Joyden
,8 months ago, 4 stars ,Joyden
The seafood here is great. Service staff are friendly too.,8 months ago, 4 stars ,Joyden
,8 months ago, 5 stars ,Joyden
Decent food.,9 months ago, 3 stars ,Joyden
,9 months ago, 5 stars ,Joyden
"Great tasting dim sum and overall food. Even the kai lan had nice balance and was fried just right. Only let down was the lobster noodle. It just wasn’t special enough. The sauce didn’t bring out the full flavour of the lobster. Instead, …",10 months ago, 4 stars ,Joyden
"had dimsum for brunch, pricing ($$) was reasonable for its quality. the service staff were friendly.",10 months ago, 4 stars ,Joyden
The dry crab beehoon is really good. Crab is fresh and the beehoon extremely fragrant.,10 months ago, 5 stars ,Joyden
Food was decent. Crab bee hoon was moist and flavourful. Hae Zor was juicy and crispy. Good for family and friends gathering.,11 months ago, 4 stars ,Joyden
"Good 1 for 1 deal from lobster porridge set menu. Friendly staff & quick service, probably due to only 6 or 7 tables occupied.",11 months ago, 4 stars ,Joyden
Serve Cantonese cusine,11 months ago, 4 stars ,Joyden
,11 months ago, 5 stars ,Joyden
,11 months ago, 5 stars ,Joyden
"Classy ambience and priced Chinese Restaurant located at a secluded corner at level 2 of the quiet Mall.
Surprisely with a sizeable  weekend crowd for dinner. …",a year ago, 4 stars ,Joyden
"My top 3 seafood restaurant in Singapore.
Definitely worth revisiting.",a year ago, 5 stars ,Joyden
,a year ago, 4 stars ,Joyden
"We ordered quite a few dim sum, stuffed fried prawn with bean curd skin and mixed platter. Food quality is good and we enjoyed the quite ambience too. They also offered $10 for 2 selected dishes for promotion as well (Fried squid and stuffed you tiao are equality good)",a year ago, 4 stars ,Joyden
"Great food, warm service. Would be great if it could close a bit later than 9pm though.",a year ago, 5 stars ,Joyden
"Had dim sum and bee hoon here. Good service, good food, good attention to hygiene and safety.",a year ago, 5 stars ,Joyden
,a year ago, 3 stars ,Joyden
The restaurant name changed to Joyden Seafood.,a year ago, 5 stars ,Joyden
"Food - 5 stars, Takeaway service - 1 star based on my latest experience. Simply terrible service!!! My wife and I are regulars here over the last few years. Since the place started doing deliveries, the service has been going downhill and …",a year ago, 2 stars ,Joyden
"Dear Ron, Thank you for your patience and we appreciate your time taken to send us a feedback. We have done a thorough investigation with our restaurant operations department regards to your service encounter and have respond to you via your email address. Please feel free to contact us at marketing@joyden.com.sg should you need further information!",a year ago, 4 stars ,Joyden
Fresh food! Very good service.,a year ago, 5 stars ,Joyden
"(Translated by Google) You will find delicious food and friendly service.
Parking is easy. …",a year ago, 4 stars ,Joyden
Good taste & friendly staff with great service,a year ago, 4 stars ,Joyden
"Loved everything we ordered (luffa gourd, orange pork ribs, prawn rolls aka hei zo, crab bee hoon, fried flying fish). The only problem was that they were so busy given the proximity to the Lunar New Year, that a few of our orders didn't …",a year ago, 1 star ,Joyden
,a year ago, 4 stars ,Joyden
"Not an obvious location for food but that makes for a comfortable crowd-free, queueless dining experience. Crabs the main draw here – their black pepper crab was a beautiful, silky, flavourful rendition.",a year ago, 4 stars ,Joyden
,a year ago, 2 stars ,Joyden
Mmmmm..Not...,a year ago, 5 stars ,Joyden
Really good chicken and pork dishes. Their vermicelli based dish was also amazing,a year ago, 4 stars ,Joyden
Good menu at reasonable price. Attentive staffs. Plenty parking lots.,a year ago, 5 stars ,Joyden
Food and service - excellent,2 years ago, 5 stars ,Joyden
(Translated by Google) Hong Kong-style Chinese house! Dim sum is delicious and food is generally good …,2 years ago, 4 stars ,Joyden
People friendly andhelpful,2 years ago, 5 stars ,Joyden
,2 years ago, 5 stars ,Joyden
,2 years ago, 5 stars ,Joyden
Love the dim sum here. Unfortunately they will be moving as the whole place is gonna be reconstructed,2 years ago, 5 stars ,Joyden
Love the food but the location is pretty meh.,2 years ago, 5 stars ,Joyden
Excellent food and services,2 years ago, 5 stars ,Joyden
"2nd visit for dimsum @Kallang, well balanced consistency & quality, impeccable attentive service despite PH full house👍🏻
Best dimsum chicken feet 凤爪 & siewmai 烧卖 around town，special frittered prawn goes lovely with mayonnaise.",2 years ago, 5 stars ,Joyden
Food is Great! a little pricey,2 years ago, 4 stars ,Joyden
,2 years ago, 3 stars ,Joyden
,2 years ago, 5 stars ,Joyden
,2 years ago, 4 stars ,Joyden
,2 years ago, 4 stars ,Joyden
Good seafood but a pricey. Do not try their dim sum - the char siew so tasted cold and horrible. Some wait staff is very friendly and jovial but some are stuck up. Ample parking space which is sheltered.,2 years ago, 4 stars ,Joyden
Taste good...,2 years ago, 3 stars ,Joyden
Nice food.,2 years ago, 5 stars ,Joyden
,2 years ago, 3 stars ,Joyden
,2 years ago, 5 stars ,Joyden
Love the food and service which many families have patronised for generations. Very quiet too which is a pity because the outlet will be closing end of Oct 2019 leaving their Kallang Leisure outlet.,2 years ago, 4 stars ,Joyden
,2 years ago, 5 stars ,Joyden
Surprised by the quality of the food in this unassuming restaurant. Must try their Tai-O style Bee Hoon.,2 years ago, 4 stars ,Joyden
Good food.  Good service.,2 years ago, 5 stars ,Joyden
"Great food, wonderful service.",2 years ago, 5 stars ,Joyden
"Good for families. Celebrated my grandma's birthday and we booked the private room. Great service, attentive staff, and friendly too! Didn't managed to take photos of the entire course but the food taste, portion, variety are definitely worth coming. Do give this place a try!",2 years ago, 4 stars ,Joyden
"Fantastic, authentic, unpretentious Italian fare at decent prices. Chill vibe and ambience too. Recommended!",4 days ago, 5 stars ,LittleItaly
"Go for their signature dishes!
Paccheri Salsiccia E Porcini is excellent...cheesy, filled with ingredients and distinct taste of truffle and porcini mushroom! …",a week ago, 4 stars ,LittleItaly
