feature,place,category,pred,,,,,,,
staff,Danji_KBBQ,service,0.3413729,,,,,,,
Food,Danji_KBBQ,food,0.90851426,,,,,,,
variety,Danji_KBBQ,price,-0.002676636,,,,,,,
place,Danji_KBBQ,ambience,-0.00426472,,,,,,,
Koreans,Danji_KBBQ,Non-Categorised,-0.00426472,,,,,,,
customers,Danji_KBBQ,price,0.014171146,,,,,,,
meat,Danji_KBBQ,food,0.89563334,,,,,,,
round,Danji_KBBQ,price,-0.17094356,,,,,,,
service,Danji_KBBQ,service,-0.003349364,,,,,,,
buffet,Danji_KBBQ,food,0.64764893,,,,,,,
places,Danji_KBBQ,price,0.25169256,,,,,,,
owners,Danji_KBBQ,price,0.34240574,,,,,,,
reason,Danji_KBBQ,price,0.004487194,,,,,,,
stars,Danji_KBBQ,price,0.004487194,,,,,,,
place,Danji_KBBQ,ambience,0.97113097,,,,,,,
food,Danji_KBBQ,food,-0.002811149,,,,,,,
quality,Danji_KBBQ,price,1.0012637,,,,,,,
value,Danji_KBBQ,price,0.3800735,,,,,,,
plate,Danji_KBBQ,price,0.3800735,,,,,,,
bbq,Danji_KBBQ,food,0.3800735,,,,,,,
services,Danji_KBBQ,service,-0.002759256,,,,,,,
partnership,Danji_KBBQ,price,-0.002759256,,,,,,,
owners,Danji_KBBQ,price,-0.002759256,,,,,,,
Idea,Danji_KBBQ,Non-Categorised,0.35093433,,,,,,,
dining,Danji_KBBQ,ambience,0.35093433,,,,,,,
venue,Danji_KBBQ,price,0.35093433,,,,,,,
family,Danji_KBBQ,price,0.35093433,,,,,,,
frd,Danji_KBBQ,food,0.35093433,,,,,,,
gathering,Danji_KBBQ,price,0.35093433,,,,,,,
prices,Danji_KBBQ,price,0.35093433,,,,,,,
kids,Danji_KBBQ,price,0.38492748,,,,,,,
food,Danji_KBBQ,food,0.38492748,,,,,,,
choices,Danji_KBBQ,food,0.38492748,,,,,,,
side,Danji_KBBQ,price,0.5697417,,,,,,,
dishes,Danji_KBBQ,food,0.5697417,,,,,,,
quality,Danji_KBBQ,price,-0.004762404,,,,,,,
meats,Danji_KBBQ,food,-0.004762404,,,,,,,
group,Danji_KBBQ,price,0.6023218,,,,,,,
dining,Danji_KBBQ,ambience,-0.002142765,,,,,,,
price,Danji_KBBQ,price,0.6023218,,,,,,,
place,Danji_KBBQ,ambience,0.4951035,,,,,,,
area,Danji_KBBQ,price,-0.002142765,,,,,,,
owner,Danji_KBBQ,price,0.34596643,,,,,,,
couple,Danji_KBBQ,price,0.34596643,,,,,,,
foods,Danji_KBBQ,price,0.34596643,,,,,,,
Boss,Danji_KBBQ,food,-0.003132045,,,,,,,
sections,Danji_KBBQ,ambience,-0.003526188,,,,,,,
food,Danji_KBBQ,food,0.000772283,,,,,,,
chefs,Danji_KBBQ,food,0.024890468,,,,,,,
beef,Danji_KBBQ,price,-0.12943152,,,,,,,
taste,Danji_KBBQ,price,0.61728513,,,,,,,
assistant,Danji_KBBQ,service,-0.001793914,,,,,,,
chicken,Danji_KBBQ,food,-0.5980016,,,,,,,
seafood,Danji_KBBQ,food,-0.002818175,,,,,,,
pork,Danji_KBBQ,food,-0.002842732,,,,,,,
review,Danji_KBBQ,price,-0.03190968,,,,,,,
stars,Danji_KBBQ,price,-0.03190968,,,,,,,
food,Danji_KBBQ,food,0.79154146,,,,,,,
time,Danji_KBBQ,price,0.017224826,,,,,,,
love,Danji_KBBQ,price,0.47911954,,,,,,,
husband,Danji_KBBQ,price,-0.002814867,,,,,,,
wife,Danji_KBBQ,price,-0.002880782,,,,,,,
couple,Danji_KBBQ,price,-0.002880789,,,,,,,
owners,Danji_KBBQ,price,-0.002188213,,,,,,,
food,Danji_KBBQ,food,1.0034363,,,,,,,
meat,Danji_KBBQ,food,0.5722368,,,,,,,
place,Danji_KBBQ,ambience,0.96711934,,,,,,,
family,Danji_KBBQ,price,0.96711934,,,,,,,
service,Danji_KBBQ,service,0.37367305,,,,,,,
couples,Danji_KBBQ,price,-0.002574377,,,,,,,
time,Danji_KBBQ,price,0.39366403,,,,,,,
place,Danji_KBBQ,ambience,0.7633343,,,,,,,
family,Danji_KBBQ,price,0.7633343,,,,,,,
Staffs,Danji_KBBQ,food,0.20694108,,,,,,,
restaurant,Danji_KBBQ,ambience,0.20694108,,,,,,,
food,Danji_KBBQ,food,0.028591603,,,,,,,
portion,Danji_KBBQ,price,0.028591603,,,,,,,
friends,Danji_KBBQ,service,-0.001959682,,,,,,,
style,Danji_KBBQ,price,0.29584748,,,,,,,
foods,Danji_KBBQ,price,0.29584748,,,,,,,
service,Danji_KBBQ,service,-0.002831586,,,,,,,
taste,Danji_KBBQ,price,0.790789,,,,,,,
price,Danji_KBBQ,price,0.25447604,,,,,,,
meat,Danji_KBBQ,food,-0.003516123,,,,,,,
choice,Danji_KBBQ,price,-0.003516123,,,,,,,
staffs,Danji_KBBQ,service,0.36886662,,,,,,,
food,Danji_KBBQ,food,-0.002811149,,,,,,,
value,Danji_KBBQ,price,0.94780123,,,,,,,
money,Danji_KBBQ,price,0.94780123,,,,,,,
variety,Danji_KBBQ,price,0.94780123,,,,,,,
meat,Danji_KBBQ,food,0.94780123,,,,,,,
dishes,Danji_KBBQ,food,-0.001545467,,,,,,,
food,Danji_KBBQ,food,0.59135425,,,,,,,
quality,Danji_KBBQ,price,0.59135425,,,,,,,
ingredients,Danji_KBBQ,food,0.59135425,,,,,,,
chickens(soy,Danji_KBBQ,Non-Categorised,-0.002208158,,,,,,,
sauce,Danji_KBBQ,food,-0.002208158,,,,,,,
style,Danji_KBBQ,price,0.27478158,,,,,,,
chicken,Danji_KBBQ,food,0.27478158,,,,,,,
beer,Danji_KBBQ,price,-0.002910055,,,,,,,
cost,Danji_KBBQ,price,0.98807454,,,,,,,
quality,Danji_KBBQ,price,0.6988944,,,,,,,
foods,Danji_KBBQ,price,0.6988944,,,,,,,
buffet,Danji_KBBQ,food,0.25393078,,,,,,,
la,Danji_KBBQ,ambience,0.9937521,,,,,,,
carte,Danji_KBBQ,price,0.9937521,,,,,,,
effectiveness,Danji_KBBQ,price,-0.003717661,,,,,,,
price,Danji_KBBQ,price,0.18643413,,,,,,,
restaurnant,Danji_KBBQ,food,0.99313676,,,,,,,
quality,Danji_KBBQ,price,0.9832544,,,,,,,
food,Danji_KBBQ,food,0.4785045,,,,,,,
chefs,Danji_KBBQ,food,0.9832544,,,,,,,
place,Danji_KBBQ,ambience,0.4785045,,,,,,,
@25sgd,Danji_KBBQ,food,0.6669664,,,,,,,
head,Danji_KBBQ,service,0.6669664,,,,,,,
price,Danji_KBBQ,price,0.6669664,,,,,,,
beef,Danji_KBBQ,price,0.6945615,,,,,,,
cause,Danji_KBBQ,Non-Categorised,0.6945615,,,,,,,
food,Comida_Mexicana,food,0.43217388,,,,,,,
prices,Comida_Mexicana,price,0.43217388,,,,,,,
book,Comida_Mexicana,price,-0.002219863,,,,,,,
advance,Comida_Mexicana,price,-0.002219863,,,,,,,
menu,Comida_Mexicana,food,-0.003110297,,,,,,,
table,Comida_Mexicana,price,-0.001389094,,,,,,,
food,Comida_Mexicana,food,0.17449158,,,,,,,
owner,Comida_Mexicana,price,-0.002883904,,,,,,,
place,Comida_Mexicana,ambience,0.37236497,,,,,,,
loads,Comida_Mexicana,price,0.06784846,,,,,,,
warmth,Comida_Mexicana,price,0.06784846,,,,,,,
Fajita,Comida_Mexicana,food,-0.5816122,,,,,,,
chicken,Comida_Mexicana,food,-0.5816122,,,,,,,
ordering,Comida_Mexicana,price,-0.006662548,,,,,,,
quesadillas,Comida_Mexicana,food,-0.006662548,,,,,,,
experience,Comida_Mexicana,price,0.1372756,,,,,,,
lunch,Comida_Mexicana,price,0.1372756,,,,,,,
atmosphere,Comida_Mexicana,ambience,0.1372756,,,,,,,
part,Comida_Mexicana,price,-0.00322938,,,,,,,
one,Comida_Mexicana,price,-0.00145068,,,,,,,
place,Comida_Mexicana,ambience,0.29854962,,,,,,,
area,Comida_Mexicana,price,0.29854962,,,,,,,
seat,Comida_Mexicana,price,-0.012894772,,,,,,,
hours,Comida_Mexicana,price,-0.012894772,,,,,,,
Restaurant,Comida_Mexicana,food,0.2908191,,,,,,,
night,Comida_Mexicana,price,-0.004830807,,,,,,,
chance,Comida_Mexicana,price,-0.004830807,,,,,,,
food,Comida_Mexicana,food,0.24524605,,,,,,,
impression,Comida_Mexicana,price,0.016897313,,,,,,,
quality,Comida_Mexicana,price,0.18940172,,,,,,,
ambience,Comida_Mexicana,ambience,0.035875343,,,,,,,
experience,Comida_Mexicana,price,0.7742075,,,,,,,
mom,Comida_Mexicana,service,0.7742075,,,,,,,
birthday,Comida_Mexicana,price,0.7742075,,,,,,,
quality,Comida_Mexicana,price,1.0240191,,,,,,,
food,Comida_Mexicana,food,1.0240191,,,,,,,
Comfort,Comida_Mexicana,food,-0.002830364,,,,,,,
food,Comida_Mexicana,food,-0.002830364,,,,,,,
portions,Comida_Mexicana,food,-0.000365429,,,,,,,
prices,Comida_Mexicana,price,0.18726057,,,,,,,
Food,Comida_Mexicana,food,0.6954021,,,,,,,
coconut,Comida_Mexicana,food,0.7017891,,,,,,,
ice,Comida_Mexicana,price,0.7017891,,,,,,,
cream,Comida_Mexicana,food,0.7017891,,,,,,,
service,Comida_Mexicana,service,0.69859076,,,,,,,
poppers,Comida_Mexicana,food,-0.00104364,,,,,,,
snapper,Comida_Mexicana,food,-0.035393067,,,,,,,
food,Comida_Mexicana,food,0.75543445,,,,,,,
service,Comida_Mexicana,service,0.75543445,,,,,,,
ambience,Comida_Mexicana,ambience,0.6013272,,,,,,,
chicken,Comida_Mexicana,food,0.25170186,,,,,,,
fajita,Comida_Mexicana,food,0.25170186,,,,,,,
quesadillas,Comida_Mexicana,food,0.25170186,,,,,,,
carnitas,Comida_Mexicana,food,-0.002188221,,,,,,,
Price,Comida_Mexicana,food,-0.001540154,,,,,,,
dish,Comida_Mexicana,food,-0.001540154,,,,,,,
pork,Comida_Mexicana,food,-0.002842732,,,,,,,
food,Comida_Mexicana,food,0.6947908,,,,,,,
seafood,Comida_Mexicana,food,-0.00159248,,,,,,,
dinner,Comida_Mexicana,price,-0.003833398,,,,,,,
wife,Comida_Mexicana,price,-0.003833398,,,,,,,
times,Comida_Mexicana,price,-0.19593424,,,,,,,
food,Comida_Mexicana,food,1.0014324,,,,,,,
bulldog,Comida_Mexicana,Non-Categorised,0.4397935,,,,,,,
Food,Comida_Mexicana,food,-0.003653884,,,,,,,
margaritas,Comida_Mexicana,food,0.29018867,,,,,,,
Price,Comida_Mexicana,food,0.15614897,,,,,,,
side,Comida_Mexicana,price,0.15614897,,,,,,,
point,Comida_Mexicana,price,-0.001975544,,,,,,,
margaritas,Comida_Mexicana,food,0.9837084,,,,,,,
food,Comida_Mexicana,food,0.59522635,,,,,,,
beef,Comida_Mexicana,price,-0.010869049,,,,,,,
Food,Comida_Mexicana,food,-0.46118024,,,,,,,
bit,Comida_Mexicana,price,-0.46118024,,,,,,,
portions,Comida_Mexicana,food,0.36822626,,,,,,,
bill,Comida_Mexicana,price,0.00106135,,,,,,,
pax,Comida_Mexicana,food,0.00106135,,,,,,,
jarritos,Comida_Mexicana,food,-0.5698409,,,,,,,
soda,Comida_Mexicana,food,-0.5698409,,,,,,,
food,Comida_Mexicana,food,0.624518,,,,,,,
food,Comida_Mexicana,food,0.98731625,,,,,,,
quality,Comida_Mexicana,price,-0.006687067,,,,,,,
ox,Comida_Mexicana,Non-Categorised,-0.002188221,,,,,,,
downer,Comida_Mexicana,price,0.008340731,,,,,,,
time,Comida_Mexicana,price,0.008340731,,,,,,,
margaritas,Comida_Mexicana,food,-0.004463226,,,,,,,
food,Comida_Mexicana,food,-0.002811149,,,,,,,
margarita,Comida_Mexicana,Non-Categorised,0.5935579,,,,,,,
Ambience,Comida_Mexicana,food,-0.001803882,,,,,,,
quesadilla,Comida_Mexicana,food,-0.001857013,,,,,,,
side,Comida_Mexicana,price,0.50192523,,,,,,,
tacos,Comida_Mexicana,food,-0.002457313,,,,,,,
items,Comida_Mexicana,price,-0.07360595,,,,,,,
menu,Comida_Mexicana,food,-0.07360595,,,,,,,
stars,Comida_Mexicana,price,0.002527483,,,,,,,
service,Comida_Mexicana,service,-0.002831586,,,,,,,
chimichangas,Comida_Mexicana,food,-7.70E-05,,,,,,,
entry,Comida_Mexicana,price,-0.06766345,,,,,,,
pm,Comida_Mexicana,service,0.013908066,,,,,,,
Restaurant,Comida_Mexicana,food,0.013908066,,,,,,,
opening,Comida_Mexicana,price,0.013908066,,,,,,,
hours,Comida_Mexicana,price,0.013908066,,,,,,,
tables,Comida_Mexicana,ambience,0.35387808,,,,,,,
restaurant,Comida_Mexicana,ambience,-0.004094094,,,,,,,
service,Comida_Mexicana,service,0.6497563,,,,,,,
food,Comida_Mexicana,food,0.9656218,,,,,,,
Food,Comida_Mexicana,food,0.7908911,,,,,,,
service,Comida_Mexicana,service,0.27953982,,,,,,,
couple,Comida_Mexicana,price,-0.002843499,,,,,,,
times,Comida_Mexicana,price,-0.002843499,,,,,,,
love,Comida_Mexicana,price,0.49321082,,,,,,,
️,Comida_Mexicana,food,-0.000247382,,,,,,,
wavers,Comida_Mexicana,food,0.015613638,,,,,,,
Drinks,Comida_Mexicana,food,0.6252409,,,,,,,
tacos,Comida_Mexicana,food,0.6252409,,,,,,,
food,Comida_Mexicana,food,0.78404033,,,,,,,
fish,Comida_Mexicana,food,-0.005118609,,,,,,,
tacos,Comida_Mexicana,food,-0.005118609,,,,,,,
food,Comida_Mexicana,food,0.7883266,,,,,,,
place,Comida_Mexicana,ambience,0.79192436,,,,,,,
guests,Comida_Mexicana,ambience,0.002964027,,,,,,,
chef,Comida_Mexicana,food,0.002964027,,,,,,,
welcome,Comida_Mexicana,price,0.40620813,,,,,,,
Food,Comida_Mexicana,food,-0.001992941,,,,,,,
recommend,Comida_Mexicana,Non-Categorised,0.16003348,,,,,,,
cosy,Comida_Mexicana,Non-Categorised,-0.004614525,,,,,,,
food,Comida_Mexicana,food,0.7883266,,,,,,,
place,Comida_Mexicana,ambience,0.6804473,,,,,,,
service,Comida_Mexicana,service,0.4410694,,,,,,,
Prices,Comida_Mexicana,food,-0.002157189,,,,,,,
food,Comida_Mexicana,food,0.4410694,,,,,,,
opinion,Comida_Mexicana,price,-0.003217183,,,,,,,
taste,Comida_Mexicana,price,0.91135514,,,,,,,
portion,Comida_Mexicana,price,-0.16493246,,,,,,,
sizes,Comida_Mexicana,price,-0.16493246,,,,,,,
price,Comida_Mexicana,price,-0.012489684,,,,,,,
roof,Comida_Mexicana,ambience,-0.012489677,,,,,,,
service,Comida_Mexicana,service,-0.012489677,,,,,,,
mains,Comida_Mexicana,ambience,-0.012489684,,,,,,,
soda,Comida_Mexicana,food,-0.012489684,,,,,,,
mojito,Comida_Mexicana,food,-0.21597901,,,,,,,
one,Comida_Mexicana,price,-0.21597901,,,,,,,
meal,Comida_Mexicana,food,-0.21597901,,,,,,,
lot,Comida_Mexicana,price,-0.21597901,,,,,,,
ice,Comida_Mexicana,price,-0.21597901,,,,,,,
stars,Comida_Mexicana,price,-0.001893006,,,,,,,
care,Comida_Mexicana,price,-0.001528658,,,,,,,
week,Comida_Mexicana,price,0.068116456,,,,,,,
Food,Comida_Mexicana,food,-0.003496543,,,,,,,
Food,Comida_Mexicana,food,0.6954021,,,,,,,
sauces,Comida_Mexicana,food,-0.007130683,,,,,,,
Hope,Comida_Mexicana,food,0.104659475,,,,,,,
restaurant,Comida_Mexicana,ambience,0.104659475,,,,,,,
manager,Comida_Mexicana,price,0.104659475,,,,,,,
top,Comida_Mexicana,price,0.104659475,,,,,,,
sauce,Comida_Mexicana,food,0.8713941,,,,,,,
portion,Comida_Mexicana,price,-0.2275944,,,,,,,
refill,Comida_Mexicana,price,-0.2275944,,,,,,,
bowl,Comida_Mexicana,price,0.8713941,,,,,,,
food,Comida_Mexicana,food,0.9824078,,,,,,,
dinner,Comida_Mexicana,price,-0.002501421,,,,,,,
side,Comida_Mexicana,price,-0.15820876,,,,,,,
chicken,Comida_Mexicana,food,-0.59846616,,,,,,,
fajita,Comida_Mexicana,food,-0.59846616,,,,,,,
occasions,Comida_Mexicana,price,0.1503174,,,,,,,
superb,Comida_Mexicana,Non-Categorised,0.99336183,,,,,,,
ambience,Comida_Mexicana,ambience,-0.001803882,,,,,,,
table,Comida_Mexicana,price,-0.002691366,,,,,,,
treat,Comida_Mexicana,price,0.49764612,,,,,,,
service,Comida_Mexicana,service,-0.8011148,,,,,,,
door,Comida_Mexicana,price,-0.00336007,,,,,,,
table,Comida_Mexicana,price,-0.002513193,,,,,,,
way,Comida_Mexicana,price,-0.002049506,,,,,,,
fact,Comida_Mexicana,price,-0.002513193,,,,,,,
restaurant,Comida_Mexicana,ambience,-0.002513193,,,,,,,
food,Comida_Mexicana,food,0.7883266,,,,,,,
service,Comida_Mexicana,service,-0.002765022,,,,,,,
places,Comida_Mexicana,price,0.3551343,,,,,,,
bit,Comida_Mexicana,price,-0.002035156,,,,,,,
deal,Comida_Mexicana,price,0.29228663,,,,,,,
table,Comida_Mexicana,price,-0.003343992,,,,,,,
chope,Comida_Mexicana,food,-0.003343992,,,,,,,
reviews,Comida_Mexicana,price,-0.003343992,,,,,,,
food,Comida_Mexicana,food,0.6942805,,,,,,,
restaurants,Comida_Mexicana,price,-0.103389256,,,,,,,
restaurant,Comida_Mexicana,ambience,0.2286782,,,,,,,
fears,Comida_Mexicana,price,-0.003131859,,,,,,,
service,Comida_Mexicana,service,-0.004896723,,,,,,,
food,Comida_Mexicana,food,0.48340476,,,,,,,
years,Comida_Mexicana,price,0.47532603,,,,,,,
restaurant,Comida_Mexicana,ambience,0.2893393,,,,,,,
reviews,Comida_Mexicana,price,0.2893393,,,,,,,
look,Comida_Mexicana,price,0.6814712,,,,,,,
restaurants,Comida_Mexicana,price,0.6814712,,,,,,,
couple,Comida_Mexicana,price,-0.23292047,,,,,,,
years,Comida_Mexicana,price,-0.23292047,,,,,,,
times,Comida_Mexicana,price,0.44716027,,,,,,,
reviews,Comida_Mexicana,price,0.44716027,,,,,,,
place,Comida_Mexicana,ambience,0.44716027,,,,,,,
expectations,Comida_Mexicana,price,0.11186275,,,,,,,
service,Comida_Mexicana,service,-0.002791174,,,,,,,
catch,Comida_Mexicana,price,0.78501195,,,,,,,
ups,Comida_Mexicana,price,0.785012,,,,,,,
guava,Comida_Mexicana,food,-0.001445949,,,,,,,
Prices,Comida_Mexicana,food,0.18375398,,,,,,,
food,Comida_Mexicana,food,0.9827539,,,,,,,
place,Comida_Mexicana,ambience,-0.005832501,,,,,,,
bookings,Comida_Mexicana,price,0.06951759,,,,,,,
Food,Comida_Mexicana,Non-Categorised,0.69966424,,,,,,,
lot,Comida_Mexicana,price,-0.00323794,,,,,,,
flavour,Comida_Mexicana,food,-0.00323794,,,,,,,
portions,Comida_Mexicana,food,-0.003495567,,,,,,,
restaurant,Comida_Mexicana,ambience,-0.001686119,,,,,,,
book,Comida_Mexicana,price,-0.001686119,,,,,,,
staff,Comida_Mexicana,service,0.47971115,,,,,,,
table,Comida_Mexicana,price,-0.002109177,,,,,,,
wife,Comida_Mexicana,price,-0.002839588,,,,,,,
birthday,Comida_Mexicana,price,-0.002839588,,,,,,,
dinner,Comida_Mexicana,price,-0.002839588,,,,,,,
food,Comida_Mexicana,food,0.9860059,,,,,,,
Food,Comida_Mexicana,food,0.69405246,,,,,,,
price,Comida_Mexicana,price,0.69405246,,,,,,,
range,Comida_Mexicana,price,0.69405246,,,,,,,
Servings,Comida_Mexicana,food,0.68845797,,,,,,,
staff,Comida_Mexicana,service,0.37172332,,,,,,,
atmosphere,Comida_Mexicana,ambience,-0.21125475,,,,,,,
words,Comida_Mexicana,price,0.3920152,,,,,,,
care,Comida_Mexicana,price,-0.001528658,,,,,,,
place,Comida_Mexicana,ambience,0.6711274,,,,,,,
meal,Comida_Mexicana,food,0.6711274,,,,,,,
bit,Comida_Mexicana,price,0.26607186,,,,,,,
side,Comida_Mexicana,price,0.26607186,,,,,,,
food,Comida_Mexicana,food,0.26607186,,,,,,,
lot,Comida_Mexicana,price,0.021013528,,,,,,,
items,Comida_Mexicana,price,0.021013528,,,,,,,
menu,Comida_Mexicana,food,0.021013528,,,,,,,
words,Comida_Mexicana,price,0.3920152,,,,,,,
care,Comida_Mexicana,price,-0.001528658,,,,,,,
%,Comida_Mexicana,price,-0.005756773,,,,,,,
return,Comida_Mexicana,price,-0.005756773,,,,,,,
bucks,Comida_Mexicana,price,0.002103537,,,,,,,
quesadillas,Comida_Mexicana,food,0.002103537,,,,,,,
words,Comida_Mexicana,price,0.3920152,,,,,,,
care,Comida_Mexicana,price,-0.001528658,,,,,,,
place,Comida_Mexicana,ambience,0.77894956,,,,,,,
dishes,Comida_Mexicana,food,0.00686007,,,,,,,
words,Comida_Mexicana,price,0.3920152,,,,,,,
care,Comida_Mexicana,price,-0.001528658,,,,,,,
food,Comida_Mexicana,food,0.3045618,,,,,,,
dish,Comida_Mexicana,food,0.01429411,,,,,,,
portion,Comida_Mexicana,price,0.01429411,,,,,,,
pax,Comida_Mexicana,food,-0.015615642,,,,,,,
Price,Comida_Mexicana,food,0.15696463,,,,,,,
drinks,Comida_Mexicana,price,0.15696463,,,,,,,
side,Comida_Mexicana,price,0.15696463,,,,,,,
appetizers,Comida_Mexicana,food,-0.002805404,,,,,,,
mains,Comida_Mexicana,ambience,-0.001758866,,,,,,,
words,Comida_Mexicana,price,0.3920152,,,,,,,
care,Comida_Mexicana,price,-0.001528658,,,,,,,
review,Comida_Mexicana,price,-0.00207267,,,,,,,
care,Comida_Mexicana,price,-0.001528658,,,,,,,
food,Comida_Mexicana,food,0.14179224,,,,,,,
sooo,Comida_Mexicana,price,-0.003472529,,,,,,,
Portobello,Comida_Mexicana,Non-Categorised,0.00493335,,,,,,,
mushrooms,Comida_Mexicana,food,0.00493335,,,,,,,
sauces,Comida_Mexicana,food,-0.003472522,,,,,,,
dish,Comida_Mexicana,food,-0.003472529,,,,,,,
year,Comida_Mexicana,price,0.14179224,,,,,,,
eve,Comida_Mexicana,price,0.14179224,,,,,,,
dinner,Comida_Mexicana,price,0.14179224,,,,,,,
fish,Comida_Mexicana,food,-0.001926079,,,,,,,
chimichanga,Comida_Mexicana,food,-7.70E-05,,,,,,,
words,Comida_Mexicana,price,0.3920152,,,,,,,
Glad,Comida_Mexicana,Non-Categorised,0.46022,,,,,,,
year,Comida_Mexicana,price,0.46022,,,,,,,
dinner,Comida_Mexicana,price,0.46022,,,,,,,
care,Comida_Mexicana,price,-0.001528658,,,,,,,
food,Comida_Mexicana,food,0.44750348,,,,,,,
Alcohol,Comida_Mexicana,food,0.7117121,,,,,,,
words,Comida_Mexicana,price,0.3920152,,,,,,,
care,Comida_Mexicana,price,-0.001528658,,,,,,,
review,Comida_Mexicana,price,0.21497975,,,,,,,
care,Comida_Mexicana,price,-0.001528658,,,,,,,
place,Comida_Mexicana,ambience,1.0006049,,,,,,,
place,Comida_Mexicana,ambience,0.697164,,,,,,,
dishes,Comida_Mexicana,food,-0.029270448,,,,,,,
menu,Comida_Mexicana,food,-0.029270448,,,,,,,
margaritas,Comida_Mexicana,Non-Categorised,-0.029270448,,,,,,,
chicken,Comida_Mexicana,food,-0.029270448,,,,,,,
neighbourhood,Comida_Mexicana,ambience,-0.000531241,,,,,,,
corn,Comida_Mexicana,price,-0.001630612,,,,,,,
flakes,Comida_Mexicana,food,-0.001630612,,,,,,,
fish,Comida_Mexicana,food,-0.001630612,,,,,,,
tiramisu,Comida_Mexicana,Non-Categorised,-0.001630612,,,,,,,
ambiance,Comida_Mexicana,ambience,0.3565002,,,,,,,
spice,Comida_Mexicana,Non-Categorised,0.037123635,,,,,,,
beer,Comida_Mexicana,Non-Categorised,0.037123635,,,,,,,
highlights,Comida_Mexicana,price,0.037123635,,,,,,,
staff,Comida_Mexicana,service,0.5996272,,,,,,,
kahlua,Comida_Mexicana,Non-Categorised,-7.70E-05,,,,,,,
food,Comida_Mexicana,food,0.33004457,,,,,,,
staff,Comida_Mexicana,service,0.37172332,,,,,,,
boss,Comida_Mexicana,price,0.4011747,,,,,,,
experience,Comida_Mexicana,price,0.4011747,,,,,,,
kids,Comida_Mexicana,price,0.4011747,,,,,,,
Food,Comida_Mexicana,food,0.98474723,,,,,,,
bit,Comida_Mexicana,price,0.6892178,,,,,,,
instagram,Comida_Mexicana,Non-Categorised,-0.002194785,,,,,,,
care,Comida_Mexicana,price,-0.001528658,,,,,,,
updates,Comida_Mexicana,price,0.4522988,,,,,,,
week,Comida_Mexicana,price,0.068116456,,,,,,,
instagram,Comida_Mexicana,Non-Categorised,-0.002194785,,,,,,,
care,Comida_Mexicana,price,-0.001528658,,,,,,,
updates,Comida_Mexicana,price,0.4522988,,,,,,,
week,Comida_Mexicana,price,0.068116456,,,,,,,
instagram,Comida_Mexicana,Non-Categorised,-0.002194785,,,,,,,
care,Comida_Mexicana,price,-0.001528658,,,,,,,
updates,Comida_Mexicana,price,0.4522988,,,,,,,
week,Comida_Mexicana,price,0.068116456,,,,,,,
food,Comida_Mexicana,food,0.58484566,,,,,,,
instagram,Comida_Mexicana,Non-Categorised,-0.002194785,,,,,,,
care,Comida_Mexicana,price,-0.001528658,,,,,,,
updates,Comida_Mexicana,price,0.4522988,,,,,,,
week,Comida_Mexicana,price,0.068116456,,,,,,,
food,Comida_Mexicana,food,0.6758927,,,,,,,
guan,Comida_Mexicana,Non-Categorised,-0.000714004,,,,,,,
instagram,Comida_Mexicana,Non-Categorised,-0.002194785,,,,,,,
care,Comida_Mexicana,price,-0.001528658,,,,,,,
updates,Comida_Mexicana,price,0.4522988,,,,,,,
week,Comida_Mexicana,price,0.06811646,,,,,,,
staff,Comida_Mexicana,service,0.20563075,,,,,,,
variety,Comida_Mexicana,price,0.7210113,,,,,,,
food,Comida_Mexicana,food,0.7210113,,,,,,,
selection,Comida_Mexicana,food,0.7210113,,,,,,,
desert,Comida_Mexicana,ambience,0.3843136,,,,,,,
clients,Comida_Mexicana,price,0.2880667,,,,,,,
instagram,Comida_Mexicana,Non-Categorised,-0.002194785,,,,,,,
care,Comida_Mexicana,price,-0.001528658,,,,,,,
updates,Comida_Mexicana,price,0.4522988,,,,,,,
week,Comida_Mexicana,price,0.068116456,,,,,,,
star,Comida_Mexicana,price,-0.003877342,,,,,,,
service,Comida_Mexicana,service,-0.003877342,,,,,,,
food,Comida_Mexicana,food,0.46588162,,,,,,,
mexican,Comida_Mexicana,price,0.46588162,,,,,,,
cheese,Comida_Mexicana,food,0.004920431,,,,,,,
tortillas,Comida_Mexicana,Non-Categorised,0.004920431,,,,,,,
ambiance,Comida_Mexicana,ambience,-0.00260701,,,,,,,
way,Comida_Mexicana,price,0.20915726,,,,,,,
week,Comida_Mexicana,price,0.4883164,,,,,,,
review,Comida_Mexicana,price,0.000242747,,,,,,,
dining,Comida_Mexicana,ambience,-0.004433028,,,,,,,
instagram,Comida_Mexicana,Non-Categorised,-0.002194785,,,,,,,
care,Comida_Mexicana,price,-0.001528658,,,,,,,
updates,Comida_Mexicana,price,0.4522988,,,,,,,
week,Comida_Mexicana,price,0.068116456,,,,,,,
food,Comida_Mexicana,food,0.903603,,,,,,,
dessert,Comida_Mexicana,food,0.69619,,,,,,,
instagram,Comida_Mexicana,Non-Categorised,-0.002194785,,,,,,,
care,Comida_Mexicana,price,-0.001528658,,,,,,,
updates,Comida_Mexicana,price,0.4522988,,,,,,,
week,Comida_Mexicana,price,0.06811646,,,,,,,
mexican,Comida_Mexicana,price,0.54758817,,,,,,,
coast,Comida_Mexicana,price,0.54758817,,,,,,,
margaritas,Comida_Mexicana,food,0.7007795,,,,,,,
