,Review,Date,Stars,Restaurant
47,Really enjoyed the wagyu burger. The patty was excellent. The size of the burger was a little too big. The fries were also delicious and crispy.,7 months ago, 4 stars ,TMG
48,"Excellent Tri Tip steak at 220grams($58++)! I'm so blown away by how good the steak is,it's tender,have the charred bits that I prefer,the mash is soft and a good accompaniment to the steak! I also ordered the Mussel Bisque too which you …",7 months ago, 5 stars ,TMG
49,"Amazing grills! Only a handful of restaurants in Singapore are capable of doing such grills. This got to be one of the best. Grill squid and pork are amazing. Needless to say, their beef are great!",7 months ago, 5 stars ,TMG
50,,7 months ago, 5 stars ,TMG
51,"Came here for a friend’s birthday dinner. Food here is absolutely divine. Plus points for the variety of dips provided for the steak. Chef was very friendly and offered to chargrill some steak for us ladies who prefer our meat more well done. Overall, incredible service and great food. Highly recommend 🥰🥰💓",7 months ago, 5 stars ,TMG
52,Perfect place for a weekend dinner.,7 months ago, 4 stars ,TMG
53,,8 months ago, 4 stars ,TMG
54,,8 months ago, 5 stars ,TMG
55,Love the burger and the boston lobster!🦞 We will definitely be back shortly,8 months ago, 5 stars ,TMG
56,Service was attentive and prompt. Ordered the lobster roll and the toasted bun with lobster meat was delicious.,8 months ago, 4 stars ,TMG
57,"We had the burgers and lobster roll. For the price, it's fair. Lobster was chunky and it filled the roll nicely, roll was good soft and buttery. The burgers were decent. Tad but small, but well made. Quality over quantity",8 months ago, 4 stars ,TMG
58,Been going to Market Grill for years. Service is friendly and food is consistently good. We usually go for the lobsters but they make great fish and chips too.,8 months ago, 5 stars ,TMG
59,"Went here for a quick lunch on the weekend. Tried signature burger while bf got blue cheese burger. I didn’t like mine so much, maybe burger is too heavy for lunch but i also found the fries and burger too salty for my liking. Plus, the …",8 months ago, 3 stars ,TMG
60,,8 months ago, 4 stars ,TMG
61,Not bad interesting,8 months ago, 4 stars ,TMG
62,"Food was good but the service was pretty shoddy. When the sides are $12-15 each, I believe that the service is going to be of a higher quality. If we’ve got to ask for wine glasses (any wine glasses) and plates i think that there is an issue there that needs to be resolved.",9 months ago, 4 stars ,TMG
63,,9 months ago, 4 stars ,TMG
64,Really good steak. One of the best u can get in sg. Service was good and friendly. Will come back again.,9 months ago, 5 stars ,TMG
65,"Food was really quite a miss for me.
Short ribs was terribly fatty and it tasted one dimensional. The Mac and cheese was probably the best dish of the evening amongst all that we ordered. …",9 months ago, 2 stars ,TMG
66,,9 months ago, 5 stars ,TMG
67,,9 months ago, 5 stars ,TMG
68,,9 months ago, 5 stars ,TMG
69,,9 months ago, 5 stars ,TMG
70,"Very cosy. Food might be pricy but well worth the money. The BBQ pork ribs are so tender, they fall off the bone. The steak is done to perfection too. The fried pork ears are a must-have if you enjoy finger food and crackers.",9 months ago, 4 stars ,TMG
71,,9 months ago, 4 stars ,TMG
72,,9 months ago, 5 stars ,TMG
73,"Enjoyed the lamb rump - fresh, tender and went well with the sauce. From an earlier visit, the lobster roll was great - fresh and meaty.",9 months ago, 5 stars ,TMG
74,"This place has the best steak and pork ribs! 😋😋 Been there for 3-4 times already. Especially love the ribeye steak! In my personal opinion it’s not worth getting the scallops, nothing too impressive about it. The staff are very friendly, overall good service + good food!",9 months ago, 5 stars ,TMG
75,Everything was so good. Very friendly and attentive staff. 👍🏼,9 months ago, 5 stars ,TMG
76,"Nice ambience. Small and cosy. Not as crowded as I expected it to be.

The lobster roll was nice. Lobster meat was chunky and juicy. …",9 months ago, 3 stars ,TMG
77,"The steak was cooked to the right doneness as requested. Apart from the cuts shown in the menu, their board updates daily.",9 months ago, 5 stars ,TMG
78,,9 months ago, 4 stars ,TMG
79,,9 months ago, 4 stars ,TMG
80,"Nice decor with American diner vibe, great ambience. Whole lobster was fresh and steak was done as asked. Will definitely return.",9 months ago, 4 stars ,TMG
81,Great atmosphere and a menu packed full of comfort food. It was difficult choosing what to order as I would have eaten just about anything on the menu. The lobster roll was a well liked by everyone in my group. I had the ribs which were mostly fat and not very good at all.,9 months ago, 4 stars ,TMG
82,Had lamb shoulder & whole chargrilled lobster. Meat is well cooked but not well seasoned. So texture good but has no flavours. Shaved truffle on top but truffle itself has not much taste so it doesnt add any value to the dish at all. …,9 months ago, 2 stars ,TMG
83,"Cosy place, good service and staff, interesting menu. Had the venison 200g at $40+. Steamed lobster is well cooked, $50+ for around 500g. Food is not cheap, got some discounts with Chope vouchers. So do get yours before visiting.",9 months ago, 4 stars ,TMG
84,,10 months ago, 5 stars ,TMG
85,Had the Wagyu beef and foie gras last night at this place. Felt nauseous the whole night. Woke up at 7am to puke. Not a fun way to begin the Christmas period. Food wasn’t cheap either. I guess it’s my bad luck to get food poisoned. I found …,10 months ago, 1 star ,TMG
86,"Hi, so sorry to hear this, we hope you are feeling better. As this is the first time we are receiving such feedback, we are currently investigating the matter. We will be reaching out to you shortly.",10 months ago, 5 stars ,TMG
87,"Yummy burger, beef patty was nice, moist and very perfectly cooked. The tri-tip steak was okay. Overall, a very good experience",10 months ago, 2 stars ,TMG
88,Avoid this place if you’re vegetarian or have veggie friends. Some friends chose the place without realising there are basically no options for veggies. I asked if they could take the meat out of a portobello mushroom and replace it with …,10 months ago, 3 stars ,TMG
89,The lobster thermidor is inauthentic and is more like a split lobster baked with cheese on top. The claw meat was anaemic and flimsy. The onion straws are really good.,10 months ago, 5 stars ,TMG
90,"Fantastic lobster roll! Fresh lobster dressed with house made Mayo and topped with tobiko. The brioche bread was nicely toasted so it was perfect. Came with a side of greens and fries (I opted for more greens with no fries). Overall a really great lunch, will recommend it to my friends (:",10 months ago, 5 stars ,TMG
91,"Food, wine and service is great. Like the steak and mussels bisque.",10 months ago, 3 stars ,TMG
92,"Came in and ordered the signature cheeseburger and three-cheese Mac & cheese.

For starters, the Mac & Cheese was disappointingly small (for $12). Price aside, …",10 months ago, 4 stars ,TMG
93,Excellent food.,10 months ago, 5 stars ,TMG
94,Went there with a group of friends and we had a great time. The Porterhouse is a good option for sharing between 3-4 person.  Friendly and knowledgeable staff who made good recommendations on food and wine.  Definitely a great spot for grilled meats and some wines!,10 months ago, 3 stars ,TMG
95,"Ordered Lobster Roll, which was excellent. However, the other 3 dishes we ordered were somewhat disappointing: the pig ears were too oily, the sauteed mushroom was mediocre, and the wagyu steak was burnt on the outside. We were expecting more for this kind of price.",10 months ago, 1 star ,TMG
96,"I have been to TMG twice with my partner, and would rate the food 5/5. However a terrible phonecall to secure a booking has screwed up the good impression I had. …",10 months ago, 4 stars ,TMG
97,,10 months ago, 5 stars ,TMG
98,"Had the lobster roll and wagyu rump cap (from the board) and crispy pig ears for starters.
The lobster roll is one of the best I've had: an entire lobster in huge chunks …",10 months ago, 4 stars ,TMG
99,"Cosy and convenient, The Market Grill is the place you want to go if you want a relaxed meal, without making your wallet too painful.",10 months ago, 3 stars ,TMG
100,Small place and serve good food.,10 months ago, 4 stars ,TMG
101,Nice burgers!,10 months ago, 5 stars ,TMG
102,,10 months ago, 4 stars ,TMG
103,Ordered the Wagyu steak and pork chops which were very well prepared. Pretty quiet on a Monday evening. Staffs were attentive and friendly. Would come back again.,11 months ago, 5 stars ,TMG
104,Good service 👍 Food is tasty. Love the lobster roll and beef burger. Overall was a good experience!,11 months ago, 4 stars ,TMG
105,"Burger beef patty tasted great, with the sauce and mushroom except that the bun was inconsistent, some are extensively burnt to the point it tasted bitter.
Fries that accompanied the burger is curly fries which came as a surprise and …",11 months ago, 4 stars ,TMG
106,One of the best lobster rolls jn town,11 months ago, 5 stars ,TMG
107,"Great food and service, also wide selection of wine list !",11 months ago, 1 star ,TMG
108,,11 months ago, 5 stars ,TMG
109,,11 months ago, 1 star ,TMG
110,,11 months ago, 5 stars ,TMG
111,"Great food and nice service , wonderful place to dine with friends.👍",11 months ago, 4 stars ,TMG
112,,11 months ago, 5 stars ,TMG
113,Steak was good. 👍,11 months ago, 1 star ,TMG
114,The lobster was tasteless and very rude service staff saying that we can't eat the birthday cake as no outside food allowed,11 months ago, 5 stars ,TMG
115,,11 months ago, 5 stars ,TMG
116,Excellent dinning area with good food and drink.,11 months ago, 3 stars ,TMG
117,The set up kind of casual like American style grilled houses the food is quite good especially fry pig ear kind of unique here! Great to down with few beers..! The sharing ribeye is steak was good and the grilled kurobota pork job was …,11 months ago, 4 stars ,TMG
118,Food is slightly above average but at a higher cost. Service is good. Generally not a place I will come back as there are other similar places with better pricing.,11 months ago, 5 stars ,TMG
119,,11 months ago, 5 stars ,TMG
120,👍Recommended.,11 months ago, 5 stars ,TMG
121,Excellent food and service at this restaurant! Staff are attentive and give good recommendations :),11 months ago, 5 stars ,TMG
122,"The service and food is fantastic!

Wagyu burger is a must to order. …",11 months ago, 5 stars ,TMG
123,Friendly staff and good food.,11 months ago, 5 stars ,TMG
124,,11 months ago, 4 stars ,TMG
125,,11 months ago, 5 stars ,TMG
126,,11 months ago, 5 stars ,TMG
127,"We had lobster roll and pork ribs, portion is very generous especially the pork ribs. Full ribs good for sharing with 3 persons. Overall, everything is good. 👍",11 months ago, 2 stars ,TMG
128,"While the staff are friendly and attentive, the food was really mediocre. We ordered the pork ribs (overly sweet), artichoke (too dry and tough, even worse so when the heart was deep-fried - a service the restaurant provides), and the …",11 months ago, 5 stars ,TMG
129,"The service here is excellent! Extremely knowledgeable and eloquent, the staff who attended to me (Jordan) knew a great deal about wine and was sincere with recommendations. If the management is reading this, please give him a pay raise …",11 months ago, 5 stars ,TMG
130,"Great food quality, exceptional service. Highly recommended.",11 months ago, 4 stars ,TMG
131,👍👍👍,11 months ago, 5 stars ,TMG
132,Good quality food and the service is good as well.  Bit pricey. But worth it.,11 months ago, 5 stars ,TMG
133,,11 months ago, 5 stars ,TMG
134,Great meal with super accommodating staff who obliged when we asked to take pictures multiple times. The food was really good as well! We will come back for sure! :),a year ago, 5 stars ,TMG
135,Fresh and well prepared. 👍,a year ago, 4 stars ,TMG
136,"Solid lobster (both whole and roll) and grilled food, nice ambience, good service. Try to order steamed. Prices are OK but I would not say cheap - in-line with other upmarket places.",a year ago, 4 stars ,TMG
137,,a year ago, 5 stars ,TMG
138,The service at this place is excellent. The staff are friendly and attentive. The food are also very food. The pork ribs are soft and tender and oysters fresh and sweet,a year ago, 4 stars ,TMG
139,,a year ago, 5 stars ,TMG
140,,a year ago, 3 stars ,TMG
141,,a year ago, 5 stars ,TMG
142,,a year ago, 4 stars ,TMG
143,"Nice food, good vibe, friendly waiter. Will go again.",a year ago, 5 stars ,TMG
144,,a year ago, 5 stars ,TMG
145,"Superb food and nice service as well, great place to hang out with friends after work. 👍",a year ago, 5 stars ,TMG
146,Great burgers. Hands down.,a year ago, 5 stars ,TMG
147,"Food is tasty. Ingredients are fresh. Service was good, nice friendly staffs. I think it's good value for money as well. Overall was good.",a year ago, 5 stars ,TMG
148,,a year ago, 5 stars ,TMG
149,Food and service was good and worth every dollar spent. Worth a visit. 👍,a year ago, 5 stars ,TMG
150,"Amazing service, great food and wine selections, if you're there do get the Cote de Boeuf to share, comes with sides, just awesome place!",a year ago, 5 stars ,TMG
151,"Excellent service. Had fried pig ears, lobster bisque, Angus beef burger, lobster roll and dessert. …",a year ago, 5 stars ,TMG
152,,a year ago, 4 stars ,TMG
153,Service staff were friendly but had to wait a little before any staff gave attention. Had to call waiters a couple of times before I got their attention even though (I feel) I sat at a spot where they kept walking past. Despite the longer …,a year ago, 1 star ,TMG
154,"This by far is the worst piece of steak I experienced. It was stated as Wagyu Grade 9 on the menu, but it did not taste anything like Wagyu at all, not to mention Grade 9!",a year ago, 4 stars ,TMG
155,,a year ago, 5 stars ,TMG
156,5 stars service and food!,a year ago, 3 stars ,TMG
157,"Excellent food, especially the burgers. Standard beer and wine, reasonable price for HH for CBD area. Maybe a bit of a long wait due to not enough staff?",a year ago, 4 stars ,TMG
158,Its an OK place to dine. Their steak which was their special and not listed on the menu is quite good. The blue cheese burger is not bad but no taste of blue cheese at all. …,a year ago, 4 stars ,TMG
159,,a year ago, 4 stars ,TMG
160,Second time coming here. Both times had the burger. Good food fair prices. Only issue is that for a place that calls itself a grill and does great burgers their only options for sauces for your chips are ketchup and some no name brand bottled chilli sauce. Surely a BBQ sauce would make a great addition.,a year ago, 4 stars ,TMG
161,,a year ago, 4 stars ,TMG
162,"Great burgers, but there are better ones. Service was adequate.",a year ago, 4 stars ,TMG
163,Good service and great food,a year ago, 3 stars ,TMG
164,"The burgers aren't that great, nor are the ribs. The service is a bit slow and one of the waiters always seems to be in a perpetually bad mood.",a year ago, 5 stars ,TMG
165,,a year ago, 2 stars ,TMG
166,"My mistake for not getting the lobster roll (each of the other 5 customers around us, did.) We came here for a work day lunch - I got the ribs, my friend got the fish sandwich - both underwhelming, and pretty pricey considering neither came with sides ($35 & $30 respectively.)",a year ago, 5 stars ,TMG
167,,a year ago, 5 stars ,TMG
168,,a year ago, 5 stars ,TMG
169,Came here on a weekday for dinner with some colleagues and there weren’t many people but it’s a cozy environment for dinner and drinks. Their menu is fairly simple but the quality is superb. Everything we ordered was good. Must order the …,a year ago, 4 stars ,TMG
170,Lobster well cooked as usual. Steak was as ordered. Brussel sprouts was bad as they were boiled before being charred. They were rather short staffed and service patchy although staff did their best and were still able to smile despite being stretched,a year ago, 4 stars ,TMG
171,"We love the Food so feedback for improvement: we really wish that the service can be improved, apparently shorthanded and disorganised on the floor, for example cutlery and wine arrived after the food came in... they are trying but it seems overwhelmed.",a year ago, 2 stars ,TMG
172,"Ordered lobster roll. Despite generous serving of lobster , food was a little underwhelming . Lobster needed to be seasoned , needed more sauce and to be cut into smaller peices. …",a year ago, 1 star ,TMG
173,"Absolutely horrible service, ordered via oodle 3hrs in advance, after calling in Victoria informed me curtly she just realised there was an order (delivery was for 8 to 830pm and called at 845) …",a year ago, 4 stars ,TMG
174,,a year ago, 1 star ,TMG
175,The photos says it all. Ordered the duroc pork chop and it was not cooked,a year ago, 5 stars ,TMG
176,,a year ago, 5 stars ,TMG
177,Posh,a year ago, 3 stars ,TMG
178,"3 stars isn't terrible coming from me because I've only given 5 stars to a handful of restaurants. Ordered the bone marrow, the mussel bisque and lobster roll. …",a year ago, 2 stars ,TMG
179,"Food is not too bad. But for the price you pay here, i am sure you can get equally good, if not better food elsewhere at much lower cost. Hardly value for money. Plus the tables in the restaurant are cramped so closely together you can't …",a year ago, 5 stars ,TMG
180,"A late find for me but definitely a must go when in this area. Come restaurant with 2 outdoor tables, serving excellent steaks and burgers but also good mussels and lobster. The surprise find for me here were the fried pig ears (so yum!)",a year ago, 5 stars ,TMG
181,Amazing seafood and steak.,a year ago, 4 stars ,TMG
182,Food is great as I got a great companion,a year ago, 5 stars ,TMG
183,,a year ago, 5 stars ,TMG
184,,a year ago, 5 stars ,TMG
185,,a year ago, 5 stars ,TMG
186,,a year ago, 5 stars ,TMG
187,Everything is over my expectations! Loved having dinner here.,a year ago, 5 stars ,TMG
188,,a year ago, 1 star ,TMG
189,"Have a bad experience at this place while we are still eating our meal, the waiter is chased us out and told us need to left the table now..Warned by the guy waiter and they need the table back as we had two hours of our dinner here …",a year ago, 3 stars ,TMG
190,,a year ago, 4 stars ,TMG
191,,a year ago, 5 stars ,TMG
192,Great food and wonderful place to dine with friends.,a year ago, 5 stars ,TMG
193,,a year ago, 1 star ,TMG
194,Do not order delivery from them unless you wish to be disappointed. I ordered 2 Father’s Day set to be delivered to my godparents and to myself. Both delivery were later for 1.5hours and 2 hours respectively. The whole incident was poorly …,a year ago, 3 stars ,TMG
195,"Got takeaway, food was ok. Burgers were fantastic. But the half an hour window for delivery time is rubbish. We specified 830pm but it was as clearly made at 8pm (they were not busy) so alot of it was soggy.",a year ago, 5 stars ,TMG
196,Only tried the burgers here.. they are going at 16nett.. and man.. it's one of the better burgers out there.,a year ago, 4 stars ,TMG
197,,a year ago, 4 stars ,TMG
198,Good place to have a decent steaks after a long day of work. Like the wide range of wine selection.,a year ago, 3 stars ,TMG
199,Ordered lamb chops and burgers (signature cheese and portobello) for takeaway. Portions for the lamb chops were pathetic. Burgers were much better.,a year ago, 3 stars ,TMG
200,,a year ago, 2 stars ,TMG
201,This is medium rare. Bit of a waste as the meat was burnt and we had to cut off the black bits.,a year ago, 5 stars ,TMG
202,"We ordered a pot of mussels as starter and it’s so delicious! The sauce is very tasty and the mussels are tender and it’s so yummy to eat with the sauce. We ordered steak as our main course, Jack’s creek wagyu taste really good, the meat is …",a year ago, 5 stars ,TMG
203,"Had a birthday dinner at The Market Grill with 12 people. As we were a big group, we called in to make a reservation and the team were quick to check and make sure that we could get a table to fit all of us (as the resturant is quite …",a year ago, 2 stars ,TMG
204,"We went during lunch hour for birthday celebration

Service was slow …",a year ago, 3 stars ,TMG
205,"One of the best burgers in Singapore in my opinion, especially the bbq beef👌. I love the food here but have decided to bring down my previous 5* rating today due to the poor service experienced this afternoon. I was seated centrally enough …",a year ago, 5 stars ,TMG
206,"Hi Greg, we apologise for your unpleasant experience. We are currently working out the manpower crunch and will be taking steps to improve. We hope to be able to serve you at the restaurant again.",a year ago, 5 stars ,TMG
207,,a year ago, 5 stars ,TMG
208,"Nice food and friendly staff, portion is just nice, not much for big eater I guess",a year ago, 5 stars ,TMG
209,,a year ago, 4 stars ,TMG
210,"The food is delicious and the service is top-notch!
We visited Market Grill for lunch and could not be happier. The dishes range from traditional fare to innovative fusion. Everything was perfect, but for the …",a year ago, 3 stars ,TMG
211,,a year ago, 5 stars ,TMG
212,,a year ago, 5 stars ,TMG
213,"We were invited by our colleague to have a nice Friday lunch.
Well wow! The whole gang stuffed ourselves and loved every dish.
The burgers are amazing! Oh heck, everything was delicious! The service here is …",a year ago, 5 stars ,TMG
214,Delicous and good place for catching up with friends,a year ago, 5 stars ,TMG
215,,a year ago, 5 stars ,TMG
216,Best place for eating delicious lobster with reasonable price. Come here several times during celebration such as birthday and anniversary. Worth it!,a year ago, 5 stars ,TMG
217,Really fresh n good,a year ago, 5 stars ,TMG
218,,a year ago, 5 stars ,TMG
219,"Nice convenient place for quick drinks & steak dinner after work. The service was great, very helpful and responsive to questions about the menu and the special for the day items.  Food was delicious and portions were just nice. Even had room for the delicious burnt cheese cake.",a year ago, 5 stars ,TMG
220,Excellent blue cheese burger. Delicious fries.,a year ago, 4 stars ,TMG
221,"Great service - friendly, prompt and attentive. The food as usual did not disappoint - today we ordered a half portion St Louis BBQ Ribs, $35, a 300g medium rare tri tip steak $65, and oven roasted bone marrow, $22.",a year ago, 4 stars ,TMG
222,Ordered the tender valley and wagu - steak was nicely cooked and fresh. Used chope vouchers to get 10% off,a year ago, 4 stars ,TMG
223,,a year ago, 5 stars ,TMG
224,"The lobster roll, if you can stomach the price, is amazing. Highly recommend.",a year ago, 4 stars ,TMG
225,Delicious steak and seafood. Steaks fine and lobster good for a pretty casual experience. Service decent and beers / wine selection reasonably priced.,a year ago, 3 stars ,TMG
226,,a year ago, 5 stars ,TMG
227,,a year ago, 3 stars ,TMG
228,,a year ago, 2 stars ,TMG
229,,a year ago, 4 stars ,TMG
230,"Unusual experience in a negative way. Spent less than an hour at Market Grill where we were 1 of 2 tables at 6.20pm on a Friday evening. As we wanted a light meal, we had 4 glasses of wine and shared a burger. When we ordered, and after a …",a year ago, 5 stars ,TMG
231,,a year ago, 4 stars ,TMG
232,"AMAZING experience!

from the welcome by Shaker (i think thats how his name is spelled), to the …",a year ago, 1 star ,TMG
233,,a year ago, 1 star ,TMG
234,"My worst experience in dining happens in this restaurant and I felt being humiliated by the rude lady manager (Cheryl or Shirley,  can't recall exactly, asked from one of the waiter). If there is a zero rating,  I will definitely give. I …",a year ago, 5 stars ,TMG
235,"Hi, we're sorry to learn about your dining experience at The Market Grill. We are in the midst of investigating the matter and will be taking steps to make sure this does not happen again. We would like to personally address this, please leave send us your contact details via email to info@themarketgrill.com.sg.",a year ago, 4 stars ,TMG
236,Steak quality is no where near the other better known places such as Lawry's or Morton's. Price is however similar. Service is also so-so. Am sure I will not frequent again.,a year ago, 5 stars ,TMG
237,"Hi, thanks for your feedback. We strive to do better and will continue to improve the standards for both our food and service.",a year ago, 5 stars ,TMG
238,,a year ago, 5 stars ,TMG
239,The food is good however value is diminished cause of excessively high prices.,a year ago, 5 stars ,TMG
240,The lamb and pork ribs were grilled to perfection. Staff are friendly too although the service was slightly slow during lunch time. Will definitely visit again!,a year ago, 5 stars ,TMG
241,Good steak and friendly staff,a year ago, 5 stars ,TMG
242,"Nice steak, good lobster. Friendly service.",a year ago, 5 stars ,TMG
243,,a year ago, 5 stars ,TMG
244,Great ambience. Professional and friendly staff. Food was excellent. Love the steak. Wine reasonably priced.,a year ago, 5 stars ,TMG
245,Yummy yummy yummyyyy,a year ago, 3 stars ,TMG
246,"Would have to be my favourite lobster roll in Singapore -- consistently satisfying, plus the chips came fresh and crisp ❤️  Wagyu Tartare was disappointing though -- probably just not to my liking. 🤷🏻‍♀️",a year ago, 5 stars ,TMG
247,"Interesting menu,  Great food,  good service",a year ago, 5 stars ,TMG
248,Great place for oysters!,a year ago, 3 stars ,TMG
249,Wonderful host. But,a year ago, 4 stars ,TMG
250,Food and service are good,a year ago, 5 stars ,TMG
251,Delicious food and great service,a year ago, 5 stars ,TMG
252,,a year ago, 3 stars ,TMG
253,,a year ago, 4 stars ,TMG
254,Just perfect,a year ago, 4 stars ,TMG
255,,a year ago, 3 stars ,TMG
256,,a year ago, 2 stars ,TMG
257,Very expensive for what it is. However the food is prepared well and they do serve quality ingredients.,a year ago, 2 stars ,TMG
258,Decent food. Nice chill place. Good for gatherings & occasions.,a year ago, 5 stars ,TMG
259,"(Translated by Google) The atmosphere is good, but the food and service are not good overall. …",a year ago, 5 stars ,TMG
260,,a year ago, 5 stars ,TMG
261,"Came in with high expectations, was sorely disappointed with the food and service. The lobster bisque was very diluted and tasted like artificial soup. Not to mention it costed $18. The steaks were decent. I prefer mee pok to this.",a year ago, 5 stars ,TMG
262,We had the whole lobster. It’s really fresh and tastes awesome. Steak is great too! don’t miss the cheesecake dessert!,a year ago, 1 star ,TMG
263,,2 years ago, 5 stars ,TMG
264,nice food and very tasty ! nice place! The staff very helpful .,2 years ago, 5 stars ,TMG
265,,2 years ago, 4 stars ,TMG
266,The seafood tower was awful. The seafood was still half frozen and the ones that weren't were very watery and tasteless. Very disappointed as we had heard such great things. The service was good but sadly that's about it.,2 years ago, 4 stars ,TMG
267,This guy knows their meats,2 years ago, 1 star ,TMG
268,Great food! Great service! Loved the lobster sandwich.,2 years ago, 5 stars ,TMG
269,One of the best burgers in town,2 years ago, 4 stars ,TMG
270,"Excellent place for steak and seafood such as lobsters, oysters etc. Pity they squeeze in too many tables where if you come as a couple you are basically sitting next to strangers less than arm's length away and you can virtually hear everything they are saying and vice versa.....",2 years ago, 3 stars ,TMG
271,,2 years ago, 5 stars ,TMG
272,,2 years ago, 5 stars ,TMG
273,Cold seafood platter was OK. Pork quality was great but seasoning was not to my taste.,2 years ago, 5 stars ,TMG
274,,2 years ago, 1 star ,TMG
275,,2 years ago, 5 stars ,TMG
276,Loved the lobster and lobster roll but I was surprised at how good the burger was- I’ll be back for the burger next time!,2 years ago, 1 star ,TMG
277,,2 years ago, 5 stars ,TMG
278,Waiter took wrong order and refuse to cancel. So we have to pay $100 extra for a dish we did not order.,2 years ago, 5 stars ,TMG
279,"Hi, we’ve checked with our staff and have not received such complaints regarding wrong orders. Please drop us an email at info@themarketgrill.com.sg for us to assist you further.",2 years ago, 4 stars ,TMG
280,,2 years ago, 3 stars ,TMG
281,Average food with terrible service. Please educate and teach your waiter some manners. Yes the one that served on 24 September 2019.,2 years ago, 3 stars ,TMG
282,Had the special burger which was Nordic salmon and prawn...Big chunks of both in the patty. Was absolutely delicious. Service was great. Location is fantastic,2 years ago, 4 stars ,TMG
283,,2 years ago, 4 stars ,TMG
284,Tasty,2 years ago, 5 stars ,TMG
285,"(Translated by Google) So expensive

(Original)
好贵",2 years ago, 5 stars ,TMG
286,,2 years ago, 5 stars ,TMG
287,the lobster roll is nice. returned visits.,2 years ago, 5 stars ,TMG
288,"I like the prices, the location, the fun theme that makes me feel like I'm back in San Francisco (or any coastal fishing area, really). I ordered the watermelon salad, the tuna tartar, and the lobster roll. All the food was fantastic and …",2 years ago, 5 stars ,TMG
289,,2 years ago, 5 stars ,TMG
290,Phenomenal pork chop.,2 years ago, 5 stars ,TMG
291,The cod fish burger is so good! Cooked to perfection. Bun is toasted well and crispy on the outside fluffy and soft on the inside. The sakura chicken is tasty too. Tender and very juicy. Great service. Lovely place. Totally recommend it.,2 years ago, 4 stars ,TMG
292,,2 years ago, 5 stars ,TMG
293,Lobster roll is one of the best..,2 years ago, 3 stars ,TMG
294,Grilled lobster was really good,2 years ago, 3 stars ,TMG
295,,2 years ago, 3 stars ,TMG
296,,2 years ago, 4 stars ,TMG
297,One of the oldest restaurant in this alley. Nice food and nice service. Was there for lobster roll and their signature burger. The burger is surprisingly delicious. Next time will order burger again and try the wagyu option. They also have happy hours until 7 pm.,2 years ago, 4 stars ,TMG
298,,2 years ago, 3 stars ,TMG
299,,2 years ago, 3 stars ,TMG
300,Probably a little overrated. Wasnt blown away for the price point. Def better options else where.,2 years ago, 5 stars ,TMG
301,Go for the steaks n mussels. Skip the burgers,2 years ago, 4 stars ,TMG
302,,2 years ago, 4 stars ,TMG
303,I used to like this place before the new menu and renovation in early 2019. Now it just seems pricey with average food and small wine pours. (BTW The Chicken Kiev in my earliest picture is from the old menu.),2 years ago, 5 stars ,TMG
304,Not as good as it used to be. Cheaper ingredients.,2 years ago, 1 star ,TMG
305,,2 years ago, 4 stars ,TMG
306,"The lobster roll is lovely.. A must order.. And the lobster salad.. Food is above average.. You pay for the freshness of the food and the ambience. Its not fine dinning, more of casual dinning",2 years ago, 5 stars ,TMG
307,,2 years ago, 4 stars ,TMG
308,Very nice place... £££ though if you fancy nice steak but worth the experience. Highly recommended,2 years ago, 5 stars ,TMG
309,"Terrible BBQ Pork Ribs, so dry & sticked to the bone!",2 years ago, 4 stars ,TMG
310,,2 years ago, 3 stars ,TMG
311,"This restaurant is a bistro style one that served crispy stuff which is a very good match to beers, such as pig ears and little silver fish. Main dishes like beef steak and pork n lamb chop are so delicious, tender and juicy. This time we ordered a famous starter, seafood tower, its prawn and lobster are so fresh and yummy.",2 years ago, 5 stars ,TMG
312,"My burger patty was rare, so taking out that portion, it tasted quite good",2 years ago, 4 stars ,TMG
313,,2 years ago, 3 stars ,TMG
314,,2 years ago, 1 star ,TMG
315,The standard dropped abit but service and other food menus r still nt bad,2 years ago, 4 stars ,TMG
316,Good burger!,2 years ago, 5 stars ,TMG
317,Delicious mussels bisque and cod fish burger. Totally enjoyed our meal.,2 years ago, 4 stars ,TMG
318,Lobster was very small and not cheap. Quality was OK but not worth the price.,2 years ago, 4 stars ,TMG
319,,2 years ago, 4 stars ,TMG
320,"Pretty expensive, but great place",2 years ago, 5 stars ,TMG
321,Excellent,2 years ago, 5 stars ,TMG
322,,2 years ago, 5 stars ,TMG
323,nice place with great food. Tad pricy,2 years ago, 4 stars ,TMG
324,Food is good but pricey,2 years ago, 5 stars ,TMG
325,Great food,2 years ago, 3 stars ,TMG
326,"Always good here. Great food, great service and good value !",2 years ago, 4 stars ,TMG
327,I love their beef,2 years ago, 1 star ,TMG
328,"Although the place is supposedly known for its lobster (and the lobster is actually pretty decent but slightly overpriced), I was really surprised with the prok chop. Before their renovation in Feb2019, it was called the mangalica pork …",2 years ago, 4 stars ,TMG
329,"Awesome meat, very nice options to chose from on the menu. Will go again to try the lobster roll!",2 years ago, 5 stars ,TMG
330,,2 years ago, 4 stars ,TMG
331,"The Damage (no drinks): S$90-120 for two

Meats and seafood grill bistro that has their lobsters flown in from Maine. …",2 years ago, 5 stars ,TMG
